0,0.49,0.29,0.48,0.5,0.56,0.24,0.35
1,0.07,0.4,0.48,0.5,0.54,0.35,0.44
2,0.56,0.4,0.48,0.5,0.49,0.37,0.46
3,0.59,0.49,0.48,0.5,0.52,0.45,0.36
4,0.23,0.32,0.48,0.5,0.55,0.25,0.35
5,0.67,0.39,0.48,0.5,0.36,0.38,0.46
6,0.29,0.28,0.48,0.5,0.44,0.23,0.34
7,0.21,0.34,0.48,0.5,0.51,0.28,0.39
8,0.2,0.44,0.48,0.5,0.46,0.51,0.57
9,0.42,0.4,0.48,0.5,0.56,0.18,0.3
10,0.42,0.24,0.48,0.5,0.57,0.27,0.37
11,0.25,0.48,0.48,0.5,0.44,0.17,0.29
12,0.39,0.32,0.48,0.5,0.46,0.24,0.35
13,0.51,0.5,0.48,0.5,0.46,0.32,0.35
14,0.22,0.43,0.48,0.5,0.48,0.16,0.28
15,0.25,0.4,0.48,0.5,0.46,0.44,0.52
16,0.34,0.45,0.48,0.5,0.38,0.24,0.35
17,0.44,0.27,0.48,0.5,0.55,0.52,0.58
18,0.23,0.4,0.48,0.5,0.39,0.28,0.38
19,0.41,0.57,0.48,0.5,0.39,0.21,0.32
20,0.4,0.45,0.48,0.5,0.38,0.22,0.0
21,0.31,0.23,0.48,0.5,0.73,0.05,0.14
22,0.51,0.54,0.48,0.5,0.41,0.34,0.43
23,0.3,0.16,0.48,0.5,0.56,0.11,0.23
24,0.36,0.39,0.48,0.5,0.48,0.22,0.23
25,0.29,0.37,0.48,0.5,0.48,0.44,0.52
26,0.25,0.4,0.48,0.5,0.47,0.33,0.42
27,0.21,0.51,0.48,0.5,0.5,0.32,0.41
28,0.43,0.37,0.48,0.5,0.53,0.35,0.44
29,0.43,0.39,0.48,0.5,0.47,0.31,0.41
30,0.53,0.38,0.48,0.5,0.44,0.26,0.36
31,0.34,0.33,0.48,0.5,0.38,0.35,0.44
32,0.56,0.51,0.48,0.5,0.34,0.37,0.46
33,0.4,0.29,0.48,0.5,0.42,0.35,0.44
34,0.24,0.35,0.48,0.5,0.31,0.19,0.31
35,0.36,0.54,0.48,0.5,0.41,0.38,0.46
36,0.29,0.52,0.48,0.5,0.42,0.29,0.39
37,0.65,0.47,0.48,0.5,0.59,0.3,0.4
38,0.32,0.42,0.48,0.5,0.35,0.28,0.38
39,0.38,0.46,0.48,0.5,0.48,0.22,0.29
40,0.33,0.45,0.48,0.5,0.52,0.32,0.41
41,0.3,0.37,0.48,0.5,0.59,0.41,0.49
42,0.4,0.5,0.48,0.5,0.45,0.39,0.47
43,0.28,0.38,0.48,0.5,0.5,0.33,0.42
44,0.61,0.45,0.48,0.5,0.48,0.35,0.41
45,0.17,0.38,0.48,0.5,0.45,0.42,0.5
46,0.44,0.35,0.48,0.5,0.55,0.55,0.61
47,0.43,0.4,0.48,0.5,0.39,0.28,0.39
48,0.42,0.35,0.48,0.5,0.58,0.15,0.27
49,0.23,0.33,0.48,0.5,0.43,0.33,0.43
50,0.37,0.52,0.48,0.5,0.42,0.42,0.36
51,0.29,0.3,0.48,0.5,0.45,0.03,0.17
52,0.22,0.36,0.48,0.5,0.35,0.39,0.47
53,0.23,0.58,0.48,0.5,0.37,0.53,0.59
54,0.47,0.47,0.48,0.5,0.22,0.16,0.26
55,0.54,0.47,0.48,0.5,0.28,0.33,0.42
56,0.51,0.37,0.48,0.5,0.35,0.36,0.45
57,0.4,0.35,0.48,0.5,0.45,0.33,0.42
58,0.44,0.34,0.48,0.5,0.3,0.33,0.43
59,0.42,0.38,0.48,0.5,0.54,0.34,0.43
60,0.44,0.56,0.48,0.5,0.5,0.46,0.54
61,0.52,0.36,0.48,0.5,0.41,0.28,0.38
62,0.36,0.41,0.48,0.5,0.48,0.47,0.54
63,0.18,0.3,0.48,0.5,0.46,0.24,0.35
64,0.47,0.29,0.48,0.5,0.51,0.33,0.43
65,0.24,0.43,0.48,0.5,0.54,0.52,0.59
66,0.25,0.37,0.48,0.5,0.41,0.33,0.42
67,0.52,0.57,0.48,0.5,0.42,0.47,0.54
68,0.25,0.37,0.48,0.5,0.43,0.26,0.36
69,0.35,0.48,0.48,0.5,0.56,0.4,0.48
70,0.26,0.26,0.48,0.5,0.34,0.25,0.35
71,0.44,0.51,0.48,0.5,0.47,0.26,0.36
72,0.37,0.5,0.48,0.5,0.42,0.36,0.45
73,0.44,0.42,0.48,0.5,0.42,0.25,0.2
74,0.24,0.43,0.48,0.5,0.37,0.28,0.38
75,0.42,0.3,0.48,0.5,0.48,0.26,0.36
76,0.48,0.42,0.48,0.5,0.45,0.25,0.35
77,0.41,0.48,0.48,0.5,0.51,0.44,0.51
78,0.44,0.28,0.48,0.5,0.43,0.27,0.37
79,0.29,0.41,0.48,0.5,0.48,0.38,0.46
80,0.34,0.28,0.48,0.5,0.41,0.35,0.44
81,0.41,0.43,0.48,0.5,0.45,0.31,0.41
82,0.29,0.47,0.48,0.5,0.41,0.23,0.34
83,0.34,0.55,0.48,0.5,0.58,0.31,0.41
84,0.36,0.56,0.48,0.5,0.43,0.45,0.53
85,0.4,0.46,0.48,0.5,0.52,0.49,0.56
86,0.5,0.49,0.48,0.5,0.49,0.46,0.53
87,0.52,0.44,0.48,0.5,0.37,0.36,0.42
88,0.5,0.51,0.48,0.5,0.27,0.23,0.34
89,0.53,0.42,0.48,0.5,0.16,0.29,0.39
90,0.34,0.46,0.48,0.5,0.52,0.35,0.44
91,0.4,0.42,0.48,0.5,0.37,0.27,0.27
92,0.41,0.43,0.48,0.5,0.5,0.24,0.25
93,0.3,0.45,0.48,0.5,0.36,0.21,0.32
94,0.31,0.47,0.48,0.5,0.29,0.28,0.39
95,0.64,0.76,0.48,0.5,0.45,0.35,0.38
96,0.35,0.37,0.48,0.5,0.3,0.34,0.43
97,0.57,0.54,0.48,0.5,0.37,0.28,0.33
98,0.65,0.55,0.48,0.5,0.34,0.37,0.28
99,0.51,0.46,0.48,0.5,0.58,0.31,0.41
100,0.38,0.4,0.48,0.5,0.63,0.25,0.35
101,0.24,0.57,0.48,0.5,0.63,0.34,0.43
102,0.38,0.26,0.48,0.5,0.54,0.16,0.28
103,0.33,0.47,0.48,0.5,0.53,0.18,0.29
104,0.24,0.34,0.48,0.5,0.38,0.3,0.4
105,0.26,0.5,0.48,0.5,0.44,0.32,0.41
106,0.44,0.49,0.48,0.5,0.39,0.38,0.4
107,0.43,0.32,0.48,0.5,0.33,0.45,0.52
108,0.49,0.43,0.48,0.5,0.49,0.3,0.4
109,0.47,0.28,0.48,0.5,0.56,0.2,0.25
110,0.32,0.33,0.48,0.5,0.6,0.06,0.2
111,0.34,0.35,0.48,0.5,0.51,0.49,0.56
112,0.35,0.34,0.48,0.5,0.46,0.3,0.27
113,0.38,0.3,0.48,0.5,0.43,0.29,0.39
114,0.38,0.44,0.48,0.5,0.43,0.2,0.31
115,0.41,0.51,0.48,0.5,0.58,0.2,0.31
116,0.34,0.42,0.48,0.5,0.41,0.34,0.43
117,0.51,0.49,0.48,0.5,0.53,0.14,0.26
118,0.25,0.51,0.48,0.5,0.37,0.42,0.5
119,0.29,0.28,0.48,0.5,0.5,0.42,0.5
120,0.25,0.26,0.48,0.5,0.39,0.32,0.42
121,0.24,0.41,0.48,0.5,0.49,0.23,0.34
122,0.17,0.39,0.48,0.5,0.53,0.3,0.39
123,0.04,0.31,0.48,0.5,0.41,0.29,0.39
124,0.61,0.36,0.48,0.5,0.49,0.35,0.44
125,0.34,0.51,0.48,0.5,0.44,0.37,0.46
126,0.28,0.33,0.48,0.5,0.45,0.22,0.33
127,0.4,0.46,0.48,0.5,0.42,0.35,0.44
128,0.23,0.34,0.48,0.5,0.43,0.26,0.37
129,0.37,0.44,0.48,0.5,0.42,0.39,0.47
130,0.0,0.38,0.48,0.5,0.42,0.48,0.55
131,0.39,0.31,0.48,0.5,0.38,0.34,0.43
132,0.3,0.44,0.48,0.5,0.49,0.22,0.33
133,0.27,0.3,0.48,0.5,0.71,0.28,0.39
134,0.17,0.52,0.48,0.5,0.49,0.37,0.46
135,0.36,0.42,0.48,0.5,0.53,0.32,0.41
136,0.3,0.37,0.48,0.5,0.43,0.18,0.3
137,0.26,0.4,0.48,0.5,0.36,0.26,0.37
138,0.4,0.41,0.48,0.5,0.55,0.22,0.33
139,0.22,0.34,0.48,0.5,0.42,0.29,0.39
140,0.44,0.35,0.48,0.5,0.44,0.52,0.59
141,0.27,0.42,0.48,0.5,0.37,0.38,0.43
142,0.16,0.43,0.48,0.5,0.54,0.27,0.37
143,0.06,0.61,0.48,0.5,0.49,0.92,0.37
144,0.44,0.52,0.48,0.5,0.43,0.47,0.54
145,0.63,0.47,0.48,0.5,0.51,0.82,0.84
146,0.23,0.48,0.48,0.5,0.59,0.88,0.89
147,0.34,0.49,0.48,0.5,0.58,0.85,0.8
148,0.43,0.4,0.48,0.5,0.58,0.75,0.78
149,0.46,0.61,0.48,0.5,0.48,0.86,0.87
150,0.27,0.35,0.48,0.5,0.51,0.77,0.79
151,0.52,0.39,0.48,0.5,0.65,0.71,0.73
152,0.29,0.47,0.48,0.5,0.71,0.65,0.69
153,0.55,0.47,0.48,0.5,0.57,0.78,0.8
154,0.12,0.67,0.48,0.5,0.74,0.58,0.63
155,0.4,0.5,0.48,0.5,0.65,0.82,0.84
156,0.73,0.36,0.48,0.5,0.53,0.91,0.92
157,0.84,0.44,0.48,0.5,0.48,0.71,0.74
158,0.48,0.45,0.48,0.5,0.6,0.78,0.8
159,0.54,0.49,0.48,0.5,0.4,0.87,0.88
160,0.48,0.41,0.48,0.5,0.51,0.9,0.88
161,0.5,0.66,0.48,0.5,0.31,0.92,0.92
162,0.72,0.46,0.48,0.5,0.51,0.66,0.7
163,0.47,0.55,0.48,0.5,0.58,0.71,0.75
164,0.33,0.56,0.48,0.5,0.33,0.78,0.8
165,0.64,0.58,0.48,0.5,0.48,0.78,0.73
166,0.54,0.57,0.48,0.5,0.56,0.81,0.83
167,0.47,0.59,0.48,0.5,0.52,0.76,0.79
168,0.63,0.5,0.48,0.5,0.59,0.85,0.86
169,0.49,0.42,0.48,0.5,0.53,0.79,0.81
170,0.31,0.5,0.48,0.5,0.57,0.84,0.85
171,0.74,0.44,0.48,0.5,0.55,0.88,0.89
172,0.33,0.45,0.48,0.5,0.45,0.88,0.89
173,0.45,0.4,0.48,0.5,0.61,0.74,0.77
174,0.71,0.4,0.48,0.5,0.71,0.7,0.74
175,0.5,0.37,0.48,0.5,0.66,0.64,0.69
176,0.66,0.53,0.48,0.5,0.59,0.66,0.66
177,0.6,0.61,0.48,0.5,0.54,0.67,0.71
178,0.83,0.37,0.48,0.5,0.61,0.71,0.74
179,0.34,0.51,0.48,0.5,0.67,0.9,0.9
180,0.63,0.54,0.48,0.5,0.65,0.79,0.81
181,0.7,0.4,0.48,0.5,0.56,0.86,0.83
182,0.6,0.5,1.0,0.5,0.54,0.77,0.8
183,0.16,0.51,0.48,0.5,0.33,0.39,0.48
184,0.74,0.7,0.48,0.5,0.66,0.65,0.69
185,0.2,0.46,0.48,0.5,0.57,0.78,0.81
186,0.89,0.55,0.48,0.5,0.51,0.72,0.76
187,0.7,0.46,0.48,0.5,0.56,0.78,0.73
188,0.12,0.43,0.48,0.5,0.63,0.7,0.74
189,0.61,0.52,0.48,0.5,0.54,0.67,0.52
190,0.33,0.37,0.48,0.5,0.46,0.65,0.69
191,0.63,0.65,0.48,0.5,0.66,0.67,0.71
192,0.41,0.51,0.48,0.5,0.53,0.75,0.78
193,0.34,0.67,0.48,0.5,0.52,0.76,0.79
194,0.58,0.34,0.48,0.5,0.56,0.87,0.81
195,0.59,0.56,0.48,0.5,0.55,0.8,0.82
196,0.51,0.4,0.48,0.5,0.57,0.62,0.67
197,0.5,0.57,0.48,0.5,0.71,0.61,0.66
198,0.6,0.46,0.48,0.5,0.45,0.81,0.83
199,0.37,0.47,0.48,0.5,0.39,0.76,0.79
200,0.58,0.55,0.48,0.5,0.57,0.7,0.74
201,0.36,0.47,0.48,0.5,0.51,0.69,0.72
202,0.39,0.41,0.48,0.5,0.52,0.72,0.75
203,0.35,0.51,0.48,0.5,0.61,0.71,0.74
204,0.31,0.44,0.48,0.5,0.5,0.79,0.82
205,0.61,0.66,0.48,0.5,0.46,0.87,0.88
206,0.48,0.49,0.48,0.5,0.52,0.77,0.71
207,0.11,0.5,0.48,0.5,0.58,0.72,0.68
208,0.31,0.36,0.48,0.5,0.58,0.94,0.94
209,0.68,0.51,0.48,0.5,0.71,0.75,0.78
210,0.69,0.39,0.48,0.5,0.57,0.76,0.79
211,0.52,0.54,0.48,0.5,0.62,0.76,0.79
212,0.46,0.59,0.48,0.5,0.36,0.76,0.23
213,0.36,0.45,0.48,0.5,0.38,0.79,0.17
214,0.0,0.51,0.48,0.5,0.35,0.67,0.44
215,0.1,0.49,0.48,0.5,0.41,0.67,0.21
216,0.3,0.51,0.48,0.5,0.42,0.61,0.34
217,0.61,0.47,0.48,0.5,0.0,0.8,0.32
218,0.63,0.75,0.48,0.5,0.64,0.73,0.66
219,0.71,0.52,0.48,0.5,0.64,1.0,0.99
220,0.85,0.53,0.48,0.5,0.53,0.52,0.35
221,0.63,0.49,0.48,0.5,0.54,0.76,0.79
222,0.75,0.55,1.0,1.0,0.4,0.47,0.3
223,0.7,0.39,1.0,0.5,0.51,0.82,0.84
224,0.72,0.42,0.48,0.5,0.65,0.77,0.79
225,0.79,0.41,0.48,0.5,0.66,0.81,0.83
226,0.83,0.48,0.48,0.5,0.65,0.76,0.79
227,0.69,0.43,0.48,0.5,0.59,0.74,0.77
228,0.79,0.36,0.48,0.5,0.46,0.82,0.7
229,0.78,0.33,0.48,0.5,0.57,0.77,0.79
230,0.75,0.37,0.48,0.5,0.64,0.7,0.74
231,0.59,0.29,0.48,0.5,0.64,0.75,0.77
232,0.67,0.37,0.48,0.5,0.54,0.64,0.68
233,0.66,0.48,0.48,0.5,0.54,0.7,0.74
234,0.64,0.46,0.48,0.5,0.48,0.73,0.76
235,0.76,0.71,0.48,0.5,0.5,0.71,0.75
236,0.84,0.49,0.48,0.5,0.55,0.78,0.74
237,0.77,0.55,0.48,0.5,0.51,0.78,0.74
238,0.81,0.44,0.48,0.5,0.42,0.67,0.68
239,0.58,0.6,0.48,0.5,0.59,0.73,0.76
240,0.63,0.42,0.48,0.5,0.48,0.77,0.8
241,0.62,0.42,0.48,0.5,0.58,0.79,0.81
242,0.86,0.39,0.48,0.5,0.59,0.89,0.9
